name,type1,type2,hp,atk,def,spa,spd,spe,ability1,ability2,ability3,moveset
Turtonator,Fire,Dragon,60,78,135,91,85,36,Shell Armor,NULL,NULL,"attract, block, bodypress, bodyslam, brutalswing, bulkup, bulldoze, burningjealousy, chargebeam, confide, curse, doubleteam, dracometeor, dragonclaw, dragonpulse, dragontail, earthquake, ember, endeavor, endure, explosion, facade, fireblast, firespin, flail, flamecharge, flamethrower, flashcannon, fling, focusblast, frustration, gigaimpact, headsmash, heatcrash, heatwave, heavyslam, hiddenpower, hyperbeam, hypervoice, incinerate, irondefense, ironhead, irontail, lashout, megakick, megapunch, outrage, overheat, payback, protect, rapidspin, rest, return, revenge, roar, rocktomb, round, scaleshot, scorchingsands, shellsmash, shelltrap, shockwave, sleeptalk, smackdown, smog, snore, solarbeam, stompingtantrum, stoneedge, substitute, sunnyday, swagger, tackle, taunt, toxic, uproar, venoshock, wideguard, willowisp, workup"
Togedemaru,Electric,Steel,65,98,63,40,73,96,Iron Barbs,Lightning Rod,Sturdy,"afteryou, agility, assurance, attract, bounce, charge, chargebeam, confide, covet, defensecurl, disarmingvoice, discharge, doubleteam, eerieimpulse, electricterrain, electroball, electroweb, encore, endeavor, endure, facade, fakeout, fellstinger, flail, fling, frustration, gigaimpact, grassknot, gravity, gyroball, helpinghand, hiddenpower, hyperbeam, ironhead, irontail, lastresort, magnetrise, nuzzle, payback, pinmissile, poisonjab, present, protect, reflect, rest, return, reversal, risingvoltage, roleplay, rollout, round, shockwave, sleeptalk, snore, spark, spikyshield, steelbeam, steelroller, substitute, superfang, swagger, swift, tackle, thief, thunder, thunderbolt, thundershock, thunderwave, tickle, toxic, twineedle, uturn, voltswitch, wildcharge, wish, workup, zenheadbutt, zingzap"
Mimikyu,Ghost,Fairy,55,90,80,50,105,96,Disguise,NULL,NULL,"afteryou, astonish, attract, babydolleyes, beatup, bulkup, burningjealousy, chargebeam, charm, confide, copycat, covet, curse, darkpulse, dazzlinggleam, destinybond, doubleteam, drainingkiss, drainpunch, dreameater, embargo, endure, facade, feintattack, fling, frustration, gigadrain, gigaimpact, grudge, hex, hiddenpower, honeclaws, hyperbeam, infestation, lastresort, leechlife, lightscreen, magicroom, mimic, nightmare, painsplit, payback, phantomforce, playrough, protect, psychic, psychup, rest, return, round, safeguard, scratch, screech, shadowball, shadowclaw, shadowsneak, slash, sleeptalk, snatch, snore, spite, splash, substitute, swagger, swordsdance, taunt, telekinesis, thief, thunder, thunderbolt, thunderwave, toxic, trick, trickroom, willowisp, woodhammer, workup, xscissor"
Bruxish,Water,Psychic,68,105,70,70,70,92,Dazzling,Strong Jaw,Wonder Skin,"aerialace, afteryou, allyswitch, aquajet, aquatail, astonish, attract, bite, blizzard, bulkup, calmmind, confide, confusion, crunch, disable, doubleteam, dreameater, embargo, facade, fling, frostbreath, frustration, gigaimpact, hiddenpower, icebeam, icefang, irontail, lightscreen, liquidation, magiccoat, magicroom, painsplit, payback, poisonfang, protect, psychic, psychicfangs, psywave, rage, raindance, reflect, rest, return, round, safeguard, scald, screech, signalbeam, sleeptalk, snatch, snore, substitute, surf, swagger, swordsdance, synchronoise, taunt, telekinesis, torment, toxic, trickroom, uproar, venoshock, waterfall, watergun, waterpulse, wonderroom"
Drampa,Normal,Dragon,78,60,85,135,91,36,Berserk,Sap Sipper,Cloud Nine,"amnesia, attract, blizzard, block, breakingswipe, bulldoze, calmmind, confide, defog, doubleteam, dracometeor, dragonbreath, dragonclaw, dragondance, dragonpulse, dragonrage, dragonrush, dragontail, earthquake, echoedvoice, endeavor, endure, energyball, extrasensory, facade, fireblast, flamethrower, fling, fly, focusblast, frustration, gigaimpact, glare, grassknot, heatwave, helpinghand, hiddenpower, hurricane, hydropump, hyperbeam, hypervoice, icebeam, icywind, lashout, lightscreen, mist, naturalgift, naturepower, outrage, playnice, playrough, protect, psychup, raindance, razorwind, rest, return, roar, rockslide, roost, round, safeguard, scaleshot, shadowball, shadowclaw, shockwave, signalbeam, sleeptalk, snarl, snore, solarbeam, steelwing, stompingtantrum, substitute, sunnyday, superpower, surf, swift, tailwind, thunder, thunderbolt, thunderwave, tickle, toxic, twister, uproar, waterpulse, workup"
Dhelmise,Ghost,Grass,70,131,100,86,90,40,Steelworker,NULL,NULL,"absorb, aerialace, allyswitch, anchorshot, assurance, astonish, attract, block, bodypress, brickbreak, brine, brutalswing, bulldoze, confide, doubleteam, earthquake, embargo, endure, energyball, facade, flashcannon, frustration, gigadrain, gigaimpact, grassknot, grassyglide, growth, gyroball, heavyslam, helpinghand, hex, hiddenpower, hydropump, hyperbeam, irondefense, ironhead, knockoff, liquidation, megadrain, metalsound, muddywater, painsplit, payback, phantomforce, poltergeist, powerwhip, protect, raindance, rapidspin, rest, return, rockslide, roleplay, round, shadowball, shadowclaw, slam, sleeptalk, sludgewave, snore, solarbeam, solarblade, spite, steelroller, substitute, sunnyday, surf, swagger, switcheroo, swordsdance, synthesis, telekinesis, thief, toxic, whirlpool, wrap"
Cosmog,Psychic,NULL,43,29,31,29,31,37,Unaware,NULL,NULL,"splash, teleport"
Cosmoem,Psychic,NULL,43,29,131,29,131,37,Sturdy,NULL,NULL,"cosmicpower, teleport"
Solgaleo,Psychic,Steel,137,137,107,113,89,97,Full Metal Body,NULL,NULL,"agility, bulldoze, calmmind, closecombat, confide, cosmicpower, crunch, doubleteam, earthquake, endeavor, endure, expandingforce, facade, fireblast, firespin, flamecharge, flamethrower, flareblitz, flashcannon, focusblast, frustration, futuresight, gigaimpact, gyroball, heatcrash, heavyslam, helpinghand, hiddenpower, hyperbeam, hypervoice, irondefense, ironhead, irontail, knockoff, lastresort, lightscreen, metalburst, metalclaw, metalsound, meteorbeam, morningsun, mysticalfire, nobleroar, outrage, protect, psychic, psychicfangs, psychup, psyshock, reflect, rest, return, roar, rockslide, rocktomb, round, safeguard, scaryface, shockwave, sleeptalk, snarl, snore, solarbeam, steelbeam, steelroller, stoneedge, substitute, sunnyday, sunsteelstrike, superpower, swagger, swift, teleport, thunder, thunderbolt, thunderwave, toxic, trickroom, wakeupslap, wideguard, wildcharge, workup, zenheadbutt"
Lunala,Psychic,Ghost,137,113,89,137,107,97,Shadow Shield,NULL,NULL,"acrobatics, aerialace, agility, airslash, blizzard, calmmind, chargebeam, confide, confuseray, confusion, cosmicpower, dazzlinggleam, defog, doubleteam, dreameater, dualwingbeat, endure, expandingforce, facade, fly, focusblast, frustration, futuresight, gigaimpact, heatwave, helpinghand, hex, hiddenpower, hyperbeam, hypnosis, icebeam, icywind, lightscreen, magiccoat, magicroom, meteorbeam, moonblast, moongeistbeam, moonlight, nightdaze, nightshade, phantomforce, poltergeist, protect, psychic, psychocut, psychup, psyshock, reflect, rest, return, roar, roost, round, safeguard, scaryface, shadowball, shadowclaw, shockwave, signalbeam, skyattack, skydrop, sleeptalk, snore, solarbeam, spite, substitute, sunnyday, swagger, swift, tailwind, telekinesis, teleport, thunder, thunderbolt, thunderwave, toxic, trick, trickroom, wideguard, willowisp, wonderroom, workup"
Nihilego,Rock,Poison,109,53,47,127,131,103,Beast Boost,NULL,NULL,"acid, acidspray, allyswitch, bind, bodyslam, brutalswing, chargebeam, clearsmog, confide, constrict, corrosivegas, crosspoison, dazzlinggleam, doubleteam, echoedvoice, endure, facade, foulplay, frustration, grassknot, guardsplit, gunkshot, headbutt, headsmash, hex, hiddenpower, ironhead, knockoff, lightscreen, magiccoat, meteorbeam, mirrorcoat, painsplit, poisonjab, pound, powergem, powersplit, protect, psychic, psyshock, psywave, reflect, rest, return, rockslide, rocktomb, roleplay, round, safeguard, sandstorm, sleeptalk, sludgebomb, sludgewave, snore, spite, stealthrock, substitute, swagger, telekinesis, thunder, thunderbolt, thunderwave, tickle, toxic, toxicspikes, trickroom, venomdrench, venoshock, wonderroom, worryseed, wrap, zenheadbutt"
Buzzwole,Bug,Fighting,107,139,139,53,53,79,Beast Boost,NULL,NULL,"bodyslam, bounce, brickbreak, bugbite, bulkup, bulldoze, closecombat, coaching, cometpunch, confide, counter, darkestlariat, doubleteam, drainpunch, dualchop, dualwingbeat, dynamicpunch, earthquake, endeavor, endure, facade, falseswipe, fellstinger, fling, focusenergy, focuspunch, frustration, gigaimpact, gyroball, hammerarm, harden, hiddenpower, highhorsepower, icepunch, ironhead, leechlife, lowsweep, lunge, megapunch, outrage, payback, poisonjab, poweruppunch, protect, rest, return, revenge, reversal, rockslide, rocktomb, roost, round, sleeptalk, smackdown, snore, stompingtantrum, stoneedge, substitute, superpower, swagger, taunt, thunderpunch, toxic, vitalthrow, workup"
Pheromosa,Bug,Fighting,71,137,37,137,37,151,Beast Boost,NULL,NULL,"agility, assurance, blizzard, block, bounce, brickbreak, bugbite, bugbuzz, closecombat, coaching, confide, doublekick, doubleteam, drillrun, echoedvoice, electroweb, endure, facade, falseswipe, feint, fling, focusblast, foulplay, frustration, gigaimpact, hiddenpower, highjumpkick, hyperbeam, icebeam, icywind, jumpkick, laserfocus, leer, lowkick, lowsweep, lunge, mefirst, outrage, poisonjab, protect, quickguard, quiverdance, rapidspin, rest, return, roost, round, shockwave, signalbeam, silverwind, skittersmack, sleeptalk, snatch, snore, speedswap, stomp, substitute, swagger, swift, taunt, throatchop, torment, toxic, tripleaxel, triplekick, uturn"
Xurkitree,Electric,NULL,83,89,71,173,71,83,Beast Boost,NULL,NULL,"bind, brutalswing, calmmind, charge, chargebeam, confide, dazzlinggleam, discharge, doubleteam, eerieimpulse, electricterrain, electroball, electroweb, endure, energyball, facade, fling, frustration, gigaimpact, grassknot, gravity, hiddenpower, hyperbeam, hypnosis, ingrain, iondeluge, lightscreen, magiccoat, magnetrise, naturepower, powerwhip, protect, raindance, reflect, rest, return, risingvoltage, round, shockwave, signalbeam, sleeptalk, snore, solarbeam, spark, substitute, sunnyday, swagger, tailglow, thunder, thunderbolt, thunderpunch, thundershock, thunderwave, toxic, voltswitch, wildcharge, wrap, zapcannon"
Celesteela,Steel,Flying,97,101,103,107,101,61,Beast Boost,NULL,NULL,"absorb, acrobatics, airslash, autotomize, block, bodyslam, brutalswing, bulldoze, confide, doubleedge, doubleteam, earthquake, endure, energyball, explosion, facade, fireblast, flamecharge, flamethrower, flashcannon, fly, frustration, gigadrain, gigaimpact, grassknot, gravity, gyroball, harden, heavyslam, hiddenpower, hyperbeam, ingrain, irondefense, ironhead, leechseed, magnetrise, megadrain, megahorn, metalsound, meteorbeam, protect, rest, return, rockslide, round, seedbomb, selfdestruct, shockwave, skullbash, sleeptalk, smackdown, smartstrike, snore, solarbeam, steelbeam, steelroller, stompingtantrum, stoneedge, substitute, superpower, swagger, tackle, toxic, wideguard, zenheadbutt"
Kartana,Grass,Steel,59,181,131,59,31,109,Beast Boost,NULL,NULL,"aerialace, aircutter, airslash, brickbreak, calmmind, confide, cut, defog, detect, doubleteam, endure, falseswipe, frustration, furycutter, gigadrain, gigaimpact, guillotine, hiddenpower, irondefense, knockoff, laserfocus, lastresort, leafblade, nightslash, protect, psychocut, razorleaf, rest, return, round, sacredsword, screech, sleeptalk, smartstrike, snore, solarblade, steelbeam, substitute, swagger, swordsdance, synthesis, tailwind, toxic, vacuumwave, xscissor"
Guzzlord,Dark,Dragon,223,101,53,97,53,43,Beast Boost,NULL,NULL,"amnesia, belch, bite, bodypress, bodyslam, brickbreak, brutalswing, bulldoze, corrosivegas, crunch, darkpulse, doubleteam, dracometeor, dragonclaw, dragonpulse, dragonrage, dragonrush, dragontail, drainpunch, dualchop, earthquake, endure, facade, fireblast, flamethrower, fling, frustration, gastroacid, gigaimpact, gyroball, hammerarm, heatcrash, heatwave, heavyslam, hiddenpower, highhorsepower, hyperbeam, irondefense, ironhead, irontail, knockoff, lashout, lastresort, magnetrise, megakick, megapunch, outrage, payback, poisonjab, protect, rest, return, rockslide, rocktomb, round, shadowclaw, shockwave, sleeptalk, sludgebomb, sludgewave, smackdown, snarl, snore, steamroller, steelroller, stockpile, stomp, stompingtantrum, stoneedge, substitute, swallow, thief, thrash, toxic, wideguard, wringout"
Necrozma,Psychic,NULL,97,107,101,127,89,79,Prism Armor,NULL,NULL,"aerialace, allyswitch, autotomize, breakingswipe, brickbreak, brutalswing, bulldoze, calmmind, chargebeam, confide, confusion, cosmicpower, darkpulse, doubleteam, dragondance, dragonpulse, earthpower, earthquake, embargo, endure, expandingforce, facade, flashcannon, fling, frustration, futuresight, gigaimpact, gravity, gyroball, heatwave, hiddenpower, hyperbeam, hypervoice, imprison, irondefense, ironhead, knockoff, lightscreen, magnetrise, metalclaw, meteorbeam, mirrorshot, moonlight, morningsun, nightslash, outrage, photongeyser, powergem, prismaticlaser, protect, psychic, psychicfangs, psychocut, psyshock, recycle, reflect, rest, return, rockblast, rockpolish, rockslide, rocktomb, round, scaryface, shadowclaw, shockwave, signalbeam, slash, sleeptalk, smartstrike, snore, solarbeam, stealthrock, stoneedge, storedpower, substitute, swagger, swordsdance, telekinesis, thief, thunderwave, toxic, trickroom, wringout, xscissor"
Magearna,Steel,Fairy,80,95,115,130,115,65,Soul-Heart,NULL,NULL,"afteryou, agility, aurasphere, aurorabeam, batonpass, brickbreak, calmmind, chargebeam, confide, craftyshield, dazzlinggleam, defensecurl, doubleteam, drainingkiss, echoedvoice, eerieimpulse, electroball, electroweb, embargo, encore, endure, energyball, explosion, falseswipe, flashcannon, fleurcannon, focusblast, frustration, gearup, gigaimpact, grassknot, guardswap, gyroball, healbell, heartswap, helpinghand, hiddenpower, hyperbeam, icebeam, imprison, irondefense, ironhead, lastresort, lightscreen, luckychant, magnetrise, mindreader, mirrorshot, mistyexplosion, painsplit, powerswap, protect, psybeam, reflect, rest, return, rollout, round, selfdestruct, shadowball, shiftgear, shockwave, signalbeam, snore, solarbeam, sonicboom, speedswap, steelbeam, steelroller, storedpower, substitute, swagger, synchronoise, thunderbolt, thunderwave, triattack, trick, trickroom, trumpcard, voltswitch, zapcannon, zenheadbutt"
Marshadow,Fighting,Ghost,90,125,80,90,90,125,Technician,NULL,NULL,"acrobatics, agility, assurance, aurasphere, blazekick, bounce, brickbreak, bulkup, calmmind, closecombat, coaching, confide, copycat, counter, doubleteam, drainpunch, echoedvoice, endeavor, endure, facade, falseswipe, feint, firepunch, fling, focusblast, focuspunch, forcepalm, foulplay, frustration, gigaimpact, grassknot, hex, hiddenpower, hyperbeam, icepunch, ironhead, jumpkick, knockoff, laserfocus, lastresort, lowkick, lowsweep, megakick, megapunch, outrage, payback, phantomforce, poisonjab, poltergeist, protect, psychup, pursuit, rest, return, revenge, reversal, rockslide, rocktomb, roleplay, rollingkick, round, shadowball, shadowclaw, shadowpunch, shadowsneak, skittersmack, sleeptalk, smackdown, snatch, snore, spectralthief, stoneedge, substitute, suckerpunch, superpower, swagger, swift, thief, throatchop, thunderpunch, toxic, willowisp, workup, zenheadbutt"
Poipole,Poison,NULL,67,73,67,73,67,73,Beast Boost,NULL,NULL,"acid, charm, confide, covet, dragonpulse, echoedvoice, endure, facade, fellstinger, frustration, furyattack, gastroacid, growl, gunkshot, helpinghand, hiddenpower, irontail, nastyplot, peck, pinmissile, poisonjab, protect, rest, return, round, signalbeam, sleeptalk, sludgebomb, sludgewave, snatch, snore, substitute, toxic, toxicspikes, uproar, venomdrench, venoshock"
Naganadel,Poison,Dragon,73,73,73,127,73,121,Beast Boost,NULL,NULL,"acid, acrobatics, aerialace, aircutter, airslash, allyswitch, assurance, breakingswipe, charm, confide, crosspoison, darkpulse, doubleteam, dracometeor, dragonclaw, dragondance, dragonpulse, dragonrush, dragontail, dualwingbeat, echoedvoice, endure, facade, fellstinger, fireblast, flamethrower, fly, frustration, furyattack, gastroacid, gigaimpact, growl, gunkshot, heatwave, helpinghand, hex, hiddenpower, hyperbeam, irontail, laserfocus, leechlife, nastyplot, outrage, peck, pinmissile, poisonjab, protect, rest, return, round, scaleshot, shadowclaw, shockwave, signalbeam, skyattack, skydrop, sleeptalk, sludgebomb, sludgewave, smartstrike, snarl, snatch, snore, spikes, substitute, swift, tailwind, thief, throatchop, thunderbolt, toxic, toxicspikes, uproar, uturn, venomdrench, venoshock, xscissor"
